seq_id,site_id,geo_tract,add_num,add_str,zipcode,muni,nhood,prop_name,year_blt,company,park_incl,cost_space,park_add,nrs_tserv,hou_type,rnt_studio,rnt_unit1,rnt_unit2,rnt_unit3,rnt_unit_t,cnd_studio,cnd_unit1,cnd_unit2,cnd_unit3,cnd_unit_t,vac_studio,vac_unit1,vac_unit2,vac_unit3,vac_unit_t,sub_studio,sub_unit1,sub_unit2,sub_unit3,sub_unit_t,cost_apt_s,cost_apt_1,cost_apt_2,cost_apt_3,cost_cnd_s,cost_cnd_1,cost_cnd_2,cost_cnd_3,ov_lot_spc,ov_gar_spc,ov_lot_veh,ov_gar_veh,ov_spc,ov_veh,ov_empt,apt_unit_t,apt_occu_t,util_rate,park_dem,park_sup,supply_tot,x_coord,y_coord,ct_pop_tot,bg_pop_den,bg_emp_den,bg_act_den,walk_score,jobs_30min,mbta_rapid,mbta_crail,bldg_agec,bldg_szec,rental,bldg_affp,bldg_bed1,bldg_bed2,bldg_bed3,avg_bedrms,bldg_bed1p,bldg_bed2p,bldg_bed3p,rent_punit,rent_proom,sfc_vs_gar,park_bike,park_bund,park_cost,cost_v_unt,cost_v_brm,phase
1373,174,25017370400,202,Arsenal Street,2472,Watertown,0,Gables-Arsenal Street,2015,Gables Residential,Yes,$100,0,f,Apartments,0,120,100,76,297,0,0,0,0,0,0,0,0,0,23,0,0,0,0,30,0,2750,3000,3000,0,0,0,0,16,346,8,213,362,221,141,297,274,0.61,0.81,1.32,1.22,42.3646,-71.174,5275,12.14,6.14,18.29,67,61759,f,f,3,3,1,0.1,111,93,70,1.85,0.41,0.34,0.26,2898.65,1565.69,21.63,t,1,100,0.03,0.06,phase 1 & 2
1374,175,25025160400,202,Chestnut Street,2150,Chelsea,0,202 Chestnut Street,1900,0,No,$0,Parking is provided on a first come; first served basis,f,Apartments,0,4,11,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,850,1050,0,0,0,0,10,0,7,0,10,7,3,17,17,0.7,0.41,0.59,0.59,42.3927,-71.0366,3054,43.48,55.92,99.4,91,172232,f,t,1,1,1,0,4,11,2,1.88,0.24,0.65,0.12,850,451.56,0,f,0,0,0,0,phase 1 & 2
1375,176,25017356701,204,Massachusetts Avenue,2474,Arlington,0,204 Massachusetts Avenue,1915,0,0,0,0,f,Apartments,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,1,23,23,0.8,0.17,0.22,0.22,42.4059,-71.1427,6115,27.86,6.94,34.8,88,52971,f,f,1,1,1,0,10,11,2,1.65,0.43,0.48,0.09,0,0,0,f,0,0,0,0,phase 1 & 2
1376,177,25025080300,207 225,Dudley Street,2119,Boston,Roxbury,Dudley Greenville Housing,2014,Winn Residential,No,0,There is no option for additional parking,f,Apartments,0,5,22,16,43,0,0,0,0,0,0,0,0,0,0,0,4,21,16,41,0,1250,1250,3000,0,0,0,0,20,0,19,0,20,19,1,43,43,0.95,0.44,0.47,0.47,42.3284,-71.0803,2342,35.26,3.48,38.73,92,257892,t,f,3,2,1,0.95,5,22,16,2.26,0.12,0.51,0.37,1901.16,842.78,0,f,0,0,0,0,phase 1 & 2
1377,178,25025160101,21,Gerrish Avenue,2150,Chelsea,0,21 Gerrish Avenue,2007,0,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,0,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,1243,1717,0,0,0,0,13,0,12,0,13,12,1,12,12,0.92,1,1.08,1.08,42.394,-71.0303,9286,68.29,2.79,71.08,91,111608,f,t,3,1,1,0.5,0,10,2,2.17,0,0.83,0.17,1322,610.15,0,f,1,0,0,0,phase 1 & 2
1378,179,25025081800,215-232,Blue Hill Avenue,2119,Boston,Roxbury,Kasanof,2015,Winn Residential,Yes,0,There is no option for additional parking,f,Apartments,0,11,25,12,48,0,0,0,0,0,0,0,1,0,1,0,7,16,8,31,0,1250,1750,2250,0,0,0,0,54,0,29,0,54,29,25,48,47,0.54,0.62,1.15,1.13,42.3171,-71.0782,3535,30.97,4.38,35.35,78,155101,f,f,3,2,1,0.65,11,24,12,2.02,0.23,0.51,0.26,1760.42,871.13,0,f,1,0,0,0,phase 1 & 2
1379,180,25025160502,215,Spencer Avenue,2150,Chelsea,0,Spencer Row,2011,0,Yes,0,0,f,Apartments,0,7,18,7,32,0,0,0,0,0,0,0,0,0,0,0,5,12,7,24,0,1052,1261,1457,0,0,0,0,0,23,0,23,23,23,0,32,32,1,0.72,0.72,0.72,42.3996,-71.0209,4832,15.22,15.43,30.65,76,27338,f,f,3,2,1,0.75,7,18,7,2,0.22,0.56,0.22,1258.16,629.08,23,f,1,0,0,0,phase 1 & 2
1380,181,25017342600,22,Irving Street,2149,Everett,0,22 Irving Street,1975,0,Yes,$0,There is no option for additional parking,f,Condominiums,0,1,15,0,16,0,1,15,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,16,0,16,16,0,32,32,1,0.5,0.5,0.5,42.4038,-71.0464,5263,57.68,1.6,59.27,87,33016,f,f,2,2,1,0.5,2,30,0,1.94,0.06,0.94,0,0,0,0,f,1,0,0,0,phase 1 & 2
1397,198,25025120500,270,Centre Street,2130,Boston,Jamaica Plain,CWL Housing LLC,2016,Peabody Properties,No,0,0,f,Apartments,4,4,20,2,30,0,0,0,0,0,0,0,0,0,0,4,4,1,2,11,1000,1250,1250,1250,0,0,0,0,16,0,13,0,16,13,3,30,30,0.81,0.43,0.53,0.53,42.3227,-71.101,2685,32.98,3.55,36.54,89,407923,t,f,3,2,1,0.37,8,20,2,1.8,0.27,0.67,0.07,1216.67,675.93,0,f,0,0,0,0,phase 1 & 2
1381,182,25025091800,22,Beechwood Street,2121,Boston,Dorchester,Geneva Elderly Housing,2005,Maloney Properties,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,1000,0,0,0,0,0,0,8,0,6,0,8,6,2,45,45,0.75,0.13,0.18,0.18,42.306,-71.0748,3631,19.74,5.27,25.01,81,89393,f,t,3,2,1,1,45,0,0,1,1,0,0,1000,1000,0,f,1,0,0,0,phase 1 & 2
1382,183,25017352101,22,Water Street,2141,Cambridge,East Cambridge,Zinc Apartments,2015,Greystar,No,$225-$375,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,91,239,62,0,392,0,0,0,0,0,0,0,0,0,16,0,0,0,0,45,2800,3000,3000,0,0,0,0,0,0,331,0,206,331,206,125,392,376,0.62,0.55,0.88,0.84,42.373,-71.0786,1915,6.31,2.89,9.2,81,338647,t,f,3,3,1,0.11,317,59,0,1.16,0.84,0.16,0,2953.57,2550.22,331,t,0,225,0.08,0.09,phase 1 & 2
1383,184,25025060800,225,Dorchester Street,2127,Boston,South Boston,St. Augustine's Condominiums,2016,Bridgestone Properties,Yes,0,There is no option for additional parking,f,Condominiums,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,37,0,22,37,22,15,29,29,0.59,0.76,1.28,1.28,42.3335,-71.0511,4369,64.81,2.48,67.29,90,371131,t,f,3,2,0,0.07,0,29,0,2,0,1,0,0,0,37,f,1,0,0,0,phase 1 & 2
1384,185,25025101002,227-229,River Street,2126,Boston,Mattapan,Mattapan Heights III,2010,Trinity Management Company,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,96,54,0,130,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,1250,0,0,0,0,0,0,140,0,79,0,140,79,61,130,127,0.56,0.62,1.1,1.08,42.2716,-71.0796,5779,18.24,0.3,18.54,67,13575,t,f,3,3,1,0,81,46,0,1.36,0.64,0.36,0,1250,1250,0,f,1,0,0,0,phase 1 & 2
1385,186,25017342600,23,Ferry Street,2149,Everett,0,23 Ferry Street,1997,0,Yes,0,0,f,Apartments,0,11,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1300,0,0,0,0,0,18,17,10,11,35,21,14,18,18,0.6,1.17,1.94,1.94,42.4048,-71.0476,5263,57.68,1.6,59.27,89,32838,f,f,2,1,1,0,11,7,0,1.39,0.61,0.39,0,1177.78,848,0.94,f,1,0,0,0,phase 1 & 2
1386,187,25025090300,237,Quincy Street,2121,Boston,Dorchester,Quincy Heights,2015,United Housing Management,Yes,0,There is no option for additional parking,f,Apartments,0,11,62,56,129,0,0,0,0,0,0,0,0,1,1,0,11,62,56,129,0,2250,2250,3000,0,0,0,0,37,0,36,0,37,36,1,129,128,0.97,0.28,0.29,0.29,42.3122,-71.0734,3389,30.34,0.33,30.67,82,49661,f,f,3,3,1,1,10,62,56,2.36,0.08,0.48,0.44,2575.58,1096.53,0,f,1,0,0,0,phase 1 & 2
1387,188,25017354800,2377-2399,Massachusetts Avenue,2140,Cambridge,North Cambridge,Trolley Square,2007,Winn Residential,Yes,0,If a unit request an additional parking space; they must pay for the space separate from the rental price,f,Mix,0,4,22,14,40,0,0,0,0,0,0,0,0,0,0,0,4,22,14,40,0,1250,1750,2250,0,0,0,0,0,41,0,21,41,21,20,40,40,0.51,0.53,1.03,1.03,42.3969,-71.13,2167,27.08,8.05,35.13,93,90947,t,f,3,2,1,1,4,22,14,2.25,0.1,0.55,0.35,1875,833.33,41,t,1,0,0,0,phase 1 & 2
1388,189,25025081700,24-30,Rockland Street,2119,Boston,Roxbury,Rockland Street Elderly Housing,2015,Maloney Properties,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,1000,902,0,0,0,0,0,5,0,5,0,5,5,0,40,40,1,0.13,0.13,0.13,42.3219,-71.084,3882,26.53,9.93,36.46,78,155877,f,f,3,2,1,1,40,0,0,1,1,0,0,1000,1000,0,f,1,0,0,0,phase 1 & 2
1389,190,25017352500,243,Broadway,2139,Cambridge,East Cambridge,The Close Building,2010,Maloney Properties,Yes,0,There is no option for additional parking,f,Apartments,6,49,6,0,61,0,0,0,0,0,0,0,0,0,0,6,49,6,0,61,0,0,0,0,0,0,0,0,15,0,8,0,15,8,7,61,61,0.53,0.13,0.25,0.25,42.3674,-71.0956,2828,42.9,6.59,49.49,93,334381,t,f,3,2,1,1,55,6,0,1.1,0.9,0.1,0,0,0,0,f,1,0,0,0,phase 1 & 2
1390,191,25017341600,244,Salem Street,2148,Malden,0,244 Salem Street,1965,0,0,0,Parking is provided on a first come; first served basis,f,Condominiums,0,0,0,0,0,0,15,18,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,19,0,30,19,11,33,33,0.63,0.58,0.91,0.91,42.4308,-71.059,6411,27.28,0.2,27.48,82,40092,f,f,2,2,0,0,15,18,0,1.55,0.45,0.55,0,0,0,0,f,0,0,0,0,phase 1 & 2
1391,192,25017355000,2443,Massachusetts Avenue,2140,Cambridge,Porter,2443 Massachusetts Avenue,2001,Investments Unlimited,Yes,0,Residents may park on-street or rent spaces off-site,f,Apartments,0,4,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2200,2650,0,0,0,0,0,13,0,10,0,13,10,3,13,13,0.77,0.77,1,1,42.3981,-71.1308,3157,32.03,10.43,42.46,88,85692,t,f,3,1,1,0.15,4,9,0,1.69,0.31,0.69,0,2511.54,1484.09,0,f,1,0,0,0,phase 1 & 2
1392,193,25025050400,245,Sumner Street,2128,Boston,East Boston,245 Sumner Street,2017,Velkor Properties,Yes,0,There is no option for additional parking,f,Apartments,0,0,26,8,34,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,2750,3000,0,0,0,0,0,34,0,26,34,26,8,34,34,0.76,0.76,1,1,42.3679,-71.0384,2560,86.29,4.81,91.11,88,389769,t,f,3,2,1,0.15,0,26,8,2.24,0,0.76,0.24,2808.82,1256.58,34,f,1,0,0,0,phase 1 & 2
1393,194,25025090700,246,Boston Street,2125,Boston,Dorchester,246 Boston Street Condominiums,2015,Bridgestone Properties,Yes,0,There is no option for additional parking,f,Condominiums,0,0,0,0,0,0,0,9,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,9,7,2,9,8,0.78,0.88,1.13,1,42.3214,-71.0611,4179,43.43,8.05,51.48,89,256645,t,t,3,1,0,0,0,8,0,2,0,1,0,0,0,0,f,1,0,0,0,phase 1 & 2
1394,195,25017342400,25,Charlton Street,2149,Everett,0,The Batch Yards,2014,Bozzuto,No,$75-$150,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,26,187,106,9,328,0,0,0,0,0,2,13,9,0,24,0,0,0,0,0,1750,2250,2750,3000,0,0,0,0,0,479,0,417,479,417,62,328,304,0.87,1.37,1.58,1.46,42.4009,-71.0631,6963,3.95,9,12.95,74,76182,f,f,3,3,1,0,198,98,8,1.38,0.65,0.32,0.03,2392.53,1736.17,479,f,0,75,0.03,0.04,phase 1 & 2
1395,196,25025040801,250,First Avenue,2129,Boston,Charlestown,Harborview at the Navy Yard,2010,Lincoln Property Company,Yes,0,If a unit request an additional parking space; they must pay for the space separate from the rental price,t,Apartments,22,103,99,0,224,0,0,0,0,0,0,1,4,0,5,7,8,7,0,22,2250,2750,3000,3000,0,0,0,0,0,334,0,225,334,225,109,224,219,0.67,1.03,1.53,1.49,42.3773,-71.0501,4486,22.91,73.59,96.5,67,87138,f,f,3,3,1,0.1,122,97,0,1.44,0.56,0.44,0,2811.38,1949.69,334,t,1,0,0,0,phase 1 & 2
1396,197,25017356701,252; 258-260,Massachusetts Avenue,2474,Arlington,0,Capitol Square Apartments,1910,0,Yes,0,There is no option for additional parking,f,Apartments,5,18,9,0,32,0,0,0,0,0,0,0,1,0,1,5,18,9,0,32,900,1036,1139,0,0,0,0,0,32,0,20,0,32,20,12,32,31,0.63,0.65,1.03,1,42.4075,-71.1451,6115,27.86,6.94,34.8,87,57363,f,f,1,2,1,1,22,9,0,1.29,0.71,0.29,0,1043.72,814.61,0,f,1,0,0,0,phase 1 & 2
1398,199,25017352300,270,Third Street,2142,Cambridge,Kendall,Vivo,2016,AimCo,No,$325,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,40,28,15,0,83,0,0,0,0,0,0,2,0,0,2,2,8,12,0,22,2750,3000,3000,0,0,0,0,0,0,76,0,44,76,44,32,83,81,0.58,0.54,0.94,0.92,42.3661,-71.0819,4261,23.39,74.76,98.15,86,361553,t,f,3,2,1,0.27,66,15,0,1.19,0.81,0.19,0,2879.52,2438.78,76,f,0,325,0.11,0.13,phase 1 & 2
1399,200,25017342600,277,Chelsea Street,2149,Everett,0,277 Chelsea Street,1983,0,Yes,0,There is no option for additional parking,f,Apartments,0,21,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1100,0,0,0,0,0,34,0,32,0,34,32,2,35,35,0.94,0.91,0.97,0.97,42.4027,-71.0443,5263,35.65,5.18,40.82,87,34186,f,f,2,2,1,0,21,14,0,1.4,0.6,0.4,0,1040,742.86,0,f,1,0,0,0,phase 1 & 2
1400,201,25025060600,273,D Street,2127,Boston,South Boston,Patriot Homes,2017,South Boston Neighborhood Development Corporation,Yes,$0,There is no option for additional parking,f,Apartments,12,2,10,0,24,0,0,0,0,0,0,0,0,0,0,12,2,10,0,24,1000,1000,1000,0,0,0,0,0,10,0,8,0,10,8,2,24,24,0.8,0.33,0.42,0.42,42.3392,-71.0499,3219,10.43,82.78,93.21,94,392431,t,f,3,1,1,1,14,10,0,1.42,0.58,0.42,0,1000,705.88,0,f,1,0,0,0,phase 1 & 2
1401,202,25025092101,281-289,Adams Street,2122,Boston,Dorchester,Lucky Strike Residential,2016,BT Management,No,0,There is no option for additional parking,f,Apartments,2,12,8,0,22,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,1250,1750,2250,0,0,0,0,0,13,0,12,0,13,12,1,22,19,0.92,0.63,0.68,0.59,42.2996,-71.0588,7141,29.29,23.66,52.94,93,118744,t,f,3,1,1,0.14,12,7,0,1.37,0.63,0.37,0,1886.36,1383.33,0,f,0,0,0,0,phase 1 & 2
1402,203,25025081300,2875,Washington Street,2119,Boston,Roxbury,Council Tower,2015,Rogerson,No,$0,There is no option for additional parking,t,Apartments,28,116,0,0,144,0,0,0,0,0,1,1,0,0,2,28,116,0,0,144,1250,1750,0,0,0,0,0,0,31,0,26,0,31,26,5,144,142,0.84,0.18,0.22,0.22,42.3205,-71.0947,5573,33.89,12.1,45.99,82,208348,t,f,3,3,1,1,142,0,0,1,1,0,0,1652.78,1652.78,0,f,0,0,0,0,phase 1 & 2
1403,204,25017336401,288,Main Street,2176,Melrose,0,288 Main Street,1975,0,Yes,$0,0,f,Apartments,3,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1300,1300,0,0,0,0,0,16,0,16,0,16,16,0,16,16,1,1,1,1,42.4506,-71.0682,4744,6.81,0.79,7.6,84,38566,f,t,2,1,1,0,12,4,0,1.25,0.75,0.25,0,1300,1040,0,f,1,0,0,0,phase 1 & 2
1404,205,25025081500,2918,Washington Street,2119,Boston,Roxbury,New Academy Estates,2001,Winn Residential,Yes,0,0,f,Apartments,0,37,75,84,196,0,0,0,0,0,0,0,0,0,18,0,37,75,84,196,0,0,0,0,0,0,0,0,214,0,149,0,214,149,65,196,178,0.7,0.84,1.2,1.09,42.3182,-71.0956,2453,34.83,0.85,35.68,86,45985,t,f,3,3,1,1,34,68,76,2.24,0.19,0.38,0.43,0,0,0,f,1,0,0,0,phase 1 & 2
1405,206,25017356702,30-50,Mill Street,2476,Arlington,0,30-50 Mill Street,2012,0,No,$70-$95,Parking is provided on a first come; first served basis,f,Apartments,18,35,63,0,116,0,0,0,0,0,3,1,2,0,6,3,5,9,0,17,2163,2485,3060,0,0,0,0,0,36,88,22,77,124,99,25,116,110,0.8,0.9,1.13,1.07,42.4186,-71.1589,6898,10.73,21.26,31.99,82,16613,f,f,3,3,1,0.15,50,60,0,1.55,0.45,0.55,0,2747.32,1780.39,2.44,t,0,70,0.03,0.04,phase 1 & 2
1406,207,25017336401,12,Wyoming West Avenue,2176,Melrose,0,12 Wyoming West Avenue,1900,0,Yes,$0,Parking is provided on a first come; first served basis,f,Condominiums,0,0,0,0,0,0,13,11,0,24,0,0,0,0,0,0,13,11,0,24,0,0,0,0,0,0,0,0,22,0,18,0,22,18,4,24,24,0.82,0.75,0.92,0.92,42.4514,-71.0681,4744,6.81,0.79,7.6,87,38566,f,t,1,1,0,1,13,11,0,1.46,0.54,0.46,0,0,0,0,f,1,0,0,0,phase 1 & 2
1407,208,25025060600,320,D Street,2127,Boston,South Boston,West Square Apartments,2015,Akelius Real Estate Management,No,$300,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,37,144,74,0,255,0,0,0,0,0,2,2,5,0,9,5,18,10,0,32,2750,2750,3000,0,0,0,0,0,0,247,0,168,247,168,79,255,246,0.68,0.68,1,0.97,42.341,-71.0497,3219,10.43,82.78,93.21,92,399663,t,f,3,3,1,0.13,175,71,0,1.29,0.71,0.29,0,2822.55,2187.69,247,f,0,300,0.11,0.14,phase 1 & 2
1408,209,25025160300,325,Commandants Way,2150,Chelsea,0,Axis Admiral's Hill,2009,Greystar,Yes,0,If a unit request an additional parking space; they must pay for the space separate from the rental price,f,Apartments,13,96,48,4,161,0,0,0,0,0,0,4,3,1,7,0,0,0,0,0,2250,2250,3000,3000,0,0,0,0,30,164,7,164,194,171,23,161,154,0.88,1.11,1.26,1.2,42.3925,-71.048,2476,19.33,3.6,22.93,57,19710,f,f,3,3,1,0,104,46,4,1.35,0.68,0.3,0.03,2492.24,1849.08,5.47,f,1,0,0,0,phase 1 & 2
1409,210,25017352300,33,Rogers Street,2142,Cambridge,Kendall,Axiom,2015,AimCo,No,$300,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,30,55,30,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,3000,3000,0,0,0,0,0,0,78,0,65,78,65,13,115,115,0.83,0.57,0.68,0.68,42.3661,-71.0786,4261,23.39,74.76,98.15,83,293024,t,f,3,3,1,0,85,30,0,1.26,0.74,0.26,0,2934.78,2327.59,78,f,0,300,0.1,0.13,phase 1 & 2
1410,211,25017341102,33; 36,Maple Street,2148,Malden,0,33; 36 Maple Street,1974,0,No,$200,0,f,Apartments,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,0,22,19,3,64,64,0.86,0.3,0.34,0.34,42.4291,-71.0747,4203,27.9,7.73,35.62,86,101120,t,t,2,2,1,0,64,0,0,1,1,0,0,0,0,0,f,0,200,0,0,phase 1 & 2
1411,212,25025091900,330; 335,Washington Street,2121,Boston,Dorchester,Upper Washington Apartments,2017,Trinity Management Company,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,3,20,12,35,0,0,0,0,0,0,0,2,0,2,0,3,20,12,35,0,1750,1750,2250,0,0,0,0,24,0,9,0,24,9,15,35,33,0.38,0.27,0.73,0.69,42.2996,-71.0742,4010,34.04,0.71,34.74,83,37258,f,t,3,2,1,1,3,19,11,2.24,0.09,0.58,0.33,1921.43,851.27,0,f,1,0,0,0,phase 1 & 2
1412,213,25017336401,333,Main Street,2176,Melrose,0,333 Main Street,1961,0,Yes,0,There is no option for additional parking,f,Apartments,0,7,15,1,23,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1095,1195,1040,0,0,0,0,23,0,15,0,23,15,8,23,21,0.65,0.71,1.1,1,42.4516,-71.0671,4744,15.47,1.8,17.27,88,35306,f,t,2,1,1,0,6,14,1,1.76,0.29,0.67,0.05,1157.83,665.75,0,f,1,0,0,0,phase 1 & 2
1413,214,25025070300,339-351,Tremont Street,2116,Boston,Chinatown,Tremont Village,2008,Maloney Properties,Yes,$0,If a unit request an additional parking space; they must pay for the space separate from the rental price,f,Apartments,0,0,4,16,20,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,0,0,1000,1000,0,0,0,0,14,0,8,0,14,8,6,20,20,0.57,0.4,0.7,0.7,42.3487,-71.0672,4453,57.85,23.51,81.36,98,583110,t,t,3,1,1,1,0,4,16,2.8,0,0.2,0.8,1000,357.14,0,f,1,0,0,0,phase 1 & 2
1414,215,25025060600,339,D Street,2127,Boston,South Boston,Westside Crossing,2016,Akelius Real Estate Management,No,$250,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,0,2,21,1,24,0,0,0,0,0,0,0,1,0,1,0,1,2,0,3,0,1250,3000,3000,0,0,0,0,0,28,0,22,28,22,6,24,23,0.79,0.96,1.22,1.17,42.3402,-71.0488,3219,10.43,82.78,93.21,92,373147,t,f,3,1,1,0.13,2,20,1,1.96,0.09,0.87,0.04,2854.17,1457.45,28,f,0,250,0.09,0.17,phase 1 & 2
1415,216,25017339801,34,Brainard Avenue,2155,Medford,0,Wellington Place,2007,Lincoln Property Company,Yes,0,If a unit request an additional parking space; they must pay for the space separate from the rental price,f,Apartments,0,53,84,0,137,0,0,0,0,0,0,0,6,0,6,0,2,3,0,5,0,2400,2800,0,0,0,0,0,281,0,167,0,281,167,114,137,131,0.59,1.27,2.15,2.05,42.4057,-71.078,4938,26.41,6.72,33.13,29,14967,t,f,3,3,1,0.04,51,80,0,1.61,0.39,0.61,0,2556.57,1584.84,0,f,1,0,0,0,phase 1 & 2
1416,217,25025100800,341,Gallivan Boulevard,2125,Boston,Dorchester,Au Gallivan,2012,Trinity Management Company,Yes,0,There is no option for additional parking,f,Apartments,0,5,5,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1750,2250,0,0,0,0,0,7,0,6,0,7,6,1,10,9,0.86,0.67,0.78,0.7,42.2803,-71.0639,6583,9.56,15.1,24.67,76,19063,t,f,3,1,1,0,4,5,0,1.56,0.44,0.56,0,2000,1333.33,0,f,1,0,0,0,phase 1 & 2
1417,218,25017353700,35,Hovey Avenue,2138,Cambridge,Harvard,Hovey Ave Apartments,1970,Just-A-Start Corp,Yes,0,There is no option for additional parking,f,Apartments,2,3,12,0,17,0,0,0,0,0,0,0,0,0,0,1,1,6,0,8,1000,1250,1250,0,0,0,0,0,5,0,3,0,5,3,2,17,17,0.6,0.18,0.29,0.29,42.3758,-71.1078,5641,26.77,37.95,64.72,90,136371,f,f,2,1,1,0.47,5,12,0,1.71,0.29,0.71,0,1220.59,715.52,0,t,1,0,0,0,phase 1 & 2
1418,219,25017351000,36,Linden Street,2143,Somerville,0,Linden Street Apartments,2002,Wingate Management,No,0,There is no option for additional parking,f,Apartments,0,1,30,11,42,0,0,0,0,0,0,0,0,0,24,0,0,0,0,28,0,1250,1250,1750,0,0,0,0,43,0,25,0,43,25,18,42,18,0.58,1.39,2.39,1.02,42.389,-71.1135,7768,56.76,5.07,61.83,87,116392,f,f,3,2,1,0.67,0,13,5,2.28,0,0.72,0.28,1380.95,617.02,0,t,0,0,0,0,phase 1 & 2
1419,220,25017368800,36,River Street,2453,Waltham,0,Currents on the Charles,2015,Bozzuto,No,$50,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,7,107,82,4,200,0,0,0,0,0,0,4,0,0,4,1,10,8,1,20,2100,2400,3100,3700,0,0,0,0,17,281,17,218,298,235,63,200,196,0.79,1.2,1.52,1.49,42.3679,-71.2168,4712,6.51,15.75,22.26,76,29051,f,f,3,3,1,0.1,112,80,4,1.45,0.57,0.41,0.02,2572.5,1774.14,16.53,t,0,50,0.02,0.03,phase 1 & 2
1420,221,25017336100,37,Crystal Street,2176,Melrose,0,37 Crystal Street,1968,0,Yes,$0,There is no option for additional parking,f,Apartments,2,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,15,12,3,12,12,0.8,1,1.25,1.25,42.4625,-71.0627,5691,7.39,9.02,16.41,83,16849,f,t,2,1,1,0,12,0,0,1,1,0,0,0,0,0,f,1,0,0,0,phase 1 & 2
1421,222,25017341300,39,Florence Street,2148,Malden,0,Residences at Malden Station,2014,Corcoran Jennison,No,$50-$85,Parking is not included with rent/purchase price-- residents pay for each space requested,f,Apartments,18,39,27,0,84,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,1750,2250,2750,0,0,0,0,0,30,0,26,0,30,26,4,84,80,0.87,0.33,0.38,0.36,42.4281,-71.0724,5363,45.57,49.67,95.24,91,98641,t,t,3,2,1,0,54,26,0,1.33,0.68,0.33,0,2303.57,1743.24,0,f,0,50,0.02,0.03,phase 1 & 2
1422,223,25025140300,39,Maple Street,2136,Boston,Hyde Park,Riley House,2007,Maloney Properties,Yes,0,Parking is provided on a first come; first served basis,f,Apartments,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,1000,0,0,0,0,0,0,45,0,9,0,45,9,36,41,41,0.2,0.22,1.1,1.1,42.2547,-71.1229,7361,19.69,8.81,28.5,79,82153,f,t,3,2,1,1,41,0,0,1,1,0,0,1000,1000,0,f,1,0,0,0,phase 1 & 2
1423,224,25017341200,397,Highland Avenue,2148,Malden,0,397 Highland Avenue,1920,0,Yes,$0,There is no option for additional parking,f,Apartments,2,10,0,0,12,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,40,0,21,0,40,21,19,24,24,0.53,0.88,1.67,1.67,42.4259,-71.0805,7152,19.9,2.89,22.79,81,53511,t,t,1,1,1,0.17,24,0,0,1,1,0,0,0,0,0,f,1,0,0,0,phase 1 & 2
